,title,date,author,result,id
76,"One person, one table at the Great Hall of the People welcomes WHO guests",2020/2/26,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=83c02bec7c93cbd6caa413e37273e069
77,"Koreans go to Qingdao to avoid the epidemic, causing flights to be full, no need to be quarantined when entering",2020/2/26,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=2d5f716c74e257932de9441836c2c2a7
78,Drinking single fir tea can prevent new coronary pneumonia,2020/2/26,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=cc491ac5acf11a2f07534e7b4b09496a
79,Onion can adsorb new crown virus,2020/2/26,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=ddc0b8cf2970531821cf695efe204c9e
80,"Villagers in Hunan, Gansu, Shaanxi are strolling in the park and are required to carry the epidemic prevention manual",2020/2/26,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=b42f0a8cdf20a76b004805a736b781da
81,Japanese sterilization card (sterilization card) can prevent new coronavirus on the body,2020/2/26,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=8f702782ad9421178d2a555cb2b39402
82,"A ""new crown pneumonia patient has been cured"" in Shenzhen, the security inspector was quarantined",2020/2/25,One of a series of newspapers belonging to Southern Newspaper Media Group,TRUE,https://vp.fact.qq.com/article?id=eb6ab50ce0cf1283172a38b481c91e2d
83,"For patients with new coronary pneumonia, low molecular weight heparin can effectively treat thrombosis",2020/2/25,"Deputy Chief Physician, Department of Infectious Diseases, Peking University First Hospital",suspect,https://vp.fact.qq.com/article?id=9925788d3a7d166095ec680977c9d9da
84,New oral coronavirus vaccine developed,2020/2/25,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",FALSE,https://vp.fact.qq.com/article?id=01bf2b58c54decf0bedd1348af025888
85,Beijing Jishuitan Hospital to build a square cabin hospital,2020/2/25,Communist Party of Beijing Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=3a21caf58e8f4136f1daf7a88dc5e2a7
86,120 elderly in Xima Street nursing home in Wuhan are all infected with new coronary pneumonia,2020/2/25,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=e07faf57ae6b7eb3d9124ce3a144ee83
87,Slovak Prime Minister Peter Pellegrini infected with new crown pneumonia,2020/2/25,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=5ae72393f9296771caa58343b20b342d
88,Ms. Mingyuan Yi from Panlong City Meifu climbed down from the tenth floor in order to go out and buy some meat,2020/2/25,Hosted by Hubei Daily Media Group,suspect,https://vp.fact.qq.com/article?id=0ba2888612453ad1a1d5f6955aac1296
89,"New crown pneumonia outbreak has already erupted in the United States, and the United States has not slowed down yet",2020/2/25,Ding Yang,suspect,https://vp.fact.qq.com/article?id=2a9da6cfc0693c0718c8ebdfa8b5ecda
90,Notice issued by the State General Administration of Sports on banning matches before April 30,2020/2/24,Tencent Sports in-depth original column,FALSE,https://vp.fact.qq.com/article?id=d0efea4ec6c038485ce511de58869c34
91,"New crown pneumonia outbreak in Wenzhou on February 24, many people infected",2020/2/24,Rumor report platform hosted by Wenzhou Network Culture Association,FALSE,https://vp.fact.qq.com/article?id=7ef22419dd925142040278c7cba83cdb
92,New crown virus will outbreak seasonally like flu virus,2020/2/24,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=c083b8881ca499be066b4f729e7bd91e
93,Photocatalytic equipment can effectively prevent new coronavirus infections,2020/2/24,"PhD in Chemistry, Postdoctoral Fellow at Swiss Federal Institute of Technology",suspect,https://vp.fact.qq.com/article?id=aa85288e7f03a5c446a821649a90bb70
94,CN95 certified car can be anti-virus,2020/2/24,Official News Client of Southern Newspaper Media Group,suspect,https://vp.fact.qq.com/article?id=01e48f90003e7be92a2f5c722d7964cb
95,New crown pneumonia virus infected with sweat of patients with new crown pneumonia,2020/2/24,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=caa2273a02f6059fd538c6147d64eb7b
96,"U.S. whistleblower reports that more than 1,000 new cases of pneumonia infection in the U.S.",2020/2/24,More authentic,FALSE,https://vp.fact.qq.com/article?id=e04b339773a78d353d3a5497df882076
97,All stores in Wuhan will be closed from February 25th to March 10th,2020/2/24,Changjiang Daily,FALSE,https://vp.fact.qq.com/article?id=722d4dcc3203b714cf8f673b94356394
98,New crown pneumonia patients notified in Beijing do not include outsiders,2020/2/23,Comprehensive Large City Daily,FALSE,https://vp.fact.qq.com/article?id=3f6ba3e41064afe56e823ccf81f46b28
99,Research finds that the source of the new crown virus is not the South China seafood market,2020/2/23,"PhD in Biology, Chinese Academy of Sciences",TRUE,https://vp.fact.qq.com/article?id=21195d878417117c5ff9be5d7cb064ee
100,JD Logistics driver dies in car after contracting new crown virus,2020/2/23,True team,FALSE,https://vp.fact.qq.com/article?id=0686632643928286facf29c5818c4830
101,"Video: Jiangxi Ganzhou banned on the fourth day of the ban, many people did not wear masks",2020/2/23,One of a series of newspapers belonging to Southern Newspaper Media Group,TRUE,https://vp.fact.qq.com/article?id=e42b65faf32f825afed68904b694a59d
102,Guangzhou Water Investment Group internal employee conversation leaked: tap water several times plus chlorine,2020/2/23,Guangzhou large comprehensive portal,FALSE,https://vp.fact.qq.com/article?id=8836c583d3042987130190b01aae7d52
103,More than 30 people infected with new crown pneumonia in a community in Wuhan due to group purchase,2020/2/23,Comprehensive daily newspaper hosted by Chengdu Daily Group,FALSE,https://vp.fact.qq.com/article?id=da5a7cee415b301130ef7446aae13140
104,Two patients with new coronary pneumonia in Wuhan have relapsed after cure,2020/2/23,Hosted by Hubei Daily Media Group,FALSE,https://vp.fact.qq.com/article?id=6d9f21cd2896e387834935bfebea0c72
105,Fresh food bought online will carry new crown virus,2020/2/23,Director of Science and Technology Department of Food and Nutrition Information Exchange Center,FALSE,https://vp.fact.qq.com/article?id=3182d6143bc09c7962469f61084aa9f9
106,Director of Emergency Department of Wuhan Central Hospital Affin died of new crown pneumonia,2020/2/23,New Media Platform of Shanghai Poster Industry Group,FALSE,https://vp.fact.qq.com/article?id=1ba655d12835bdd17ccc86df1517f0d7
107,Disposable mask gaskets can provide protection,2020/2/23,"Associate Professor, Engineering Center of Technical Textiles, Donghua University",suspect,https://vp.fact.qq.com/article?id=f5fef32dc02d369c067580cbeff76c9c
108,"Zhong Nanshan: more than 10,000 cases have been confirmed so far, and no vegetarian has been infected with the new crown virus",2020/2/23,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=a47e5477896d4a8284123f5c7e988840
109,The state requires all landlords to rent and reduce rents,2020/2/22,More authentic inspector,suspect,https://vp.fact.qq.com/article?id=d392272c920d69d5585ba86ed31c711b
110,Russian scientists verify new crown virus as synthetic virus,2020/2/22,"Master of International Verification, St. Petersburg University",FALSE,https://vp.fact.qq.com/article?id=118a903dfb295d525119c54a5101dad8
111,Chen Guosheng predicted the outbreak of new crown pneumonia 10 years ago,2020/2/22,Jiefang Daily • Shangguan News operates a rumor news and rumor service network platform,FALSE,https://vp.fact.qq.com/article?id=2460154736b9035b26744e43b1612905
112,"Workers building the Vulcan Mountain Hospital have to settle their wages, and many people are determined not to",2020/2/22,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=4cd976c053cc7bebab1823874bc33b93
113,Negative nucleic acid test does not rule out new coronavirus infection,2020/2/22,National Health Commission,TRUE,https://vp.fact.qq.com/article?id=223b333fc944b354521730b66a828d14
114,"More than 14,000 flu deaths in the U.S., partially due to new coronary pneumonia",2020/2/22,Editor-in-chief of today's topic,FALSE,https://vp.fact.qq.com/article?id=a39855f7c1b1e65b052ebc849d13779d
115,HowNet Free Checkup Coupons,2020/2/22,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=450bb2cb976c30a7cee819e6aa5df628
116,"Out of body temperature detection, wrist measurement is best! Infrared thermometer hurts eyes",2020/2/22,Doctor of Physics,suspect,https://vp.fact.qq.com/article?id=41fe7dd6d4ebbb06e9e4e3edb79c9e7f
117,The virus gets on your hair and you need to wash your hair every time you go home,2020/2/22,"Researcher, China CDC ",suspect,https://vp.fact.qq.com/article?id=d2f5c0839c188162383c97f04c5432fc
118,Recycled subway tickets spread virus,2020/2/22,Feng Luzhao,suspect,https://vp.fact.qq.com/article?id=cbbd2f933b84dda2dd9996f3cc53b656
119,"The use of chlorine dioxide patches can prevent new coronaviruses, and is non-toxic and harmless",2020/2/21,"PhD in Chemistry, Postdoctoral Fellow at Swiss Federal Institute of Technology",suspect,https://vp.fact.qq.com/article?id=66b197835cd4b79c235d95e5d4979849
120,New coronavirus can penetrate human body through skin,2020/2/21,CCTV News,FALSE,https://vp.fact.qq.com/article?id=686cf40bd93e27733190a687caacfa53
121,The countdown to the end of the epidemic in 30 provinces and cities nationwide has been officially announced,2020/2/21,"Master of Pharmacology, PhD in Pediatrics",FALSE,https://vp.fact.qq.com/article?id=c2321545b762e66dccbecc294947b38b
122,"When you smell the fart of a new crown pneumonia patient, you will get the new crown virus",2020/2/21,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=17c24997bd6dae6001cbc05d4aab6cc6
123,Cambodian Prime Minister Hun Sen confirmed new crown pneumonia,2020/2/21,Editor-in-chief of today's topic,FALSE,https://vp.fact.qq.com/article?id=41b37e1bf74171083d4bab32849820d7
124,Oxytetracycline is effective in the treatment of new coronavirus pneumonia,2020/2/21,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=136a1732efcad21e9905751f9cc545df
125,Zhong Nanshan predicts that the time limit will be lifted everywhere,2020/2/21,Hosted by the Central Cyberspace Office's Reporting Center for Illegal and Bad Information,FALSE,https://vp.fact.qq.com/article?id=6f9438b20e23c25a6cd663ba46927244
126,Wuhan Yangtze River Bridge sets off fireworks,2020/2/21,Red Net,FALSE,https://vp.fact.qq.com/article?id=71afd290467995bb114ba5ae654e0090
127,All card points in Jiangsu Province were demolished on the evening of February 20,2020/2/21,The largest mainstream urban newspaper in Jiangsu Province,FALSE,https://vp.fact.qq.com/article?id=550c8f0ef2cf0f5666a389326954c1b8
128,"Bullfrogs, turtles, etc. have been placed on the fasting list",2020/2/21,New media for current affairs and finance under the China News Agency,FALSE,https://vp.fact.qq.com/article?id=8e49115df35a0e6370b50133747821df
129,"Video: Zhong Nanshan visits Professor Lin Zhengbin, Professor Lin begs: Help me",2020/2/20,Hosted by the Central Cyberspace Office's Reporting Center for Illegal and Bad Information,FALSE,https://vp.fact.qq.com/article?id=329d3ec4bc5b673bf8d15337e7f0e7ed
130,Schools in Shenzhen will start in batches starting March 2,2020/2/20,A large comprehensive daily newspaper mainly under the economic report of the Shenzhen Municipal Committee,FALSE,https://vp.fact.qq.com/article?id=b8ef3aaab3c44982084754b8ffd4c89f
131,New coronavirus is a biological weapon manufactured by the laboratory,2020/2/20,Xiaoyang video,FALSE,https://vp.fact.qq.com/article?id=afe19f44025454d73a0b904b201630c5
132,"After epidemic outbreak, finding patient number zero is critical",2020/2/20,Medical PhD,suspect,https://vp.fact.qq.com/article?id=4821f200648f34ba9988f5b1e30f17ec
133,Tap water is chlorinated using the upper limit standard. Let it stand for at least two hours when using water.,2020/2/20,"PhD, Food Engineering, Department of Agriculture and Biology, Purdue University",FALSE,https://vp.fact.qq.com/article?id=d1055ccaf851ca04e575788f04882337
134,Bee Venom (Bee Needle and Bee Venom Injection) Can Inhibit New Coronavirus,2020/2/20,Professional medical science popularization platform under Tencent,FALSE,https://vp.fact.qq.com/article?id=6d4eb2083873aaa55d8ec9a5ebcde709
135,"The state has issued mask money, and WeChat medical health can receive benefits every day",2020/2/20,Li Mengdi,suspect,https://vp.fact.qq.com/article?id=6a401fb9eadcd7fa8ad896e1b896b6de
136,Vegetables bought at home must be disinfected with 75% alcohol,2020/2/20,Director of Science and Technology Department of Food and Nutrition Information Exchange Center,FALSE,https://vp.fact.qq.com/article?id=f9496cffd016f5d3091eb4203be9a8d2
137,"Beijing University, Elementary and High School will start in early March",2020/2/19,Communist Youth League Beijing Municipal Party Committee,FALSE,https://vp.fact.qq.com/article?id=aaaebf61354bf21628f36e4acc391fb7
138,China must meet the cap removal rule without new cases in 28 days to start the resumption,2020/2/19,Professional fact verification platform under Tencent News,FALSE,https://vp.fact.qq.com/article?id=6924ae034a2c1294a97fa6d0334ae5fd
139,New coronavirus damages kidneys and testes and therefore affects fertility,2020/2/19,"Chief Physician, Department of Nephrology, Tianjin Teda Hospital",suspect,https://vp.fact.qq.com/article?id=047d9cbe082d4ef12c6ba7843d678f7c
